700.00 0.00000
8000.00 0.00000
800.00 0.00000
703.00 0.00000
702.00 0.00000
701.00 0.00000
700.00 0.00000
698.42 0.46411
694.24 0.46411
690.06 0.49338
685.87 0.54926
681.69 0.65038
677.51 0.72755
673.33 0.83399
669.14 0.95373
664.96 1.1054
660.78 1.2438
656.59 1.3023
652.41 1.3449
648.23 1.4301
644.05 1.5658
639.86 1.6403
635.68 1.7920
631.50 1.9117
627.32 2.0687
623.13 2.2390
618.95 2.4253
614.77 2.6302
610.58 2.8590
606.40 3.1038
602.22 3.3274
598.04 3.5562
593.85 3.8463
589.67 4.1390
585.49 4.4636
581.31 4.7510
577.12 5.0570
572.94 5.3444
568.76 5.6451
564.57 5.9618
560.39 6.2917
556.21 6.6110
552.03 6.9463
547.84 7.3082
543.66 7.7047
539.48 8.1438
535.30 8.5882
531.11 9.0672
527.48 9.4024
525.17 9.9107
521.81 10.410
518.56 11.051
515.52 11.757
512.56 12.471
510.12 13.214
507.25 13.924
505.60 14.567
502.57 15.014
499.96 15.619
496.43 15.973
493.17 16.319
489.53 16.522
486.00 16.853
482.42 17.032
479.80 17.419
476.33 17.712
473.72 18.179
470.84 18.497
467.39 18.923
464.03 19.348
459.89 20.046
455.53 20.490
452.83 20.868
448.98 21.131
444.80 21.306
440.61 21.429
436.67 21.504
433.15 21.696
429.21 21.840
425.02 22.020
420.84 22.173
416.66 22.312
412.48 22.425
408.29 22.516
404.11 22.577
399.93 22.674
395.74 22.786
391.56 22.842
387.38 22.767
383.20 22.596
379.01 22.395
374.83 22.191
370.65 21.930
366.47 21.575
362.28 21.153
358.10 20.798
353.92 20.498
349.74 20.262
345.50 20.105
341.37 19.975
337.19 19.734
333.00 19.360
328.82 18.850
324.64 18.250
320.46 17.660
316.44 17.253
312.26 16.967
307.67 16.683
303.73 16.357
299.50 16.080
295.66 15.760
290.82 15.355
286.86 14.756
282.69 14.198
278.80 13.578
275.21 13.030
270.88 12.438
269.00 0.0000
268.00 0.0000
267.00 0.0000
266.00 0.0000
265.00 0.0000
264.00 0.0000
263.00 0.0000
200.00 0.0000
20.000 0.0000
1.0000 0.0000
