4.56267	60.60623228
4.542401362	62.02755741
4.524340971	64.48175518
4.517991175	63.20583066
4.494996154	66.28096532
4.471384209	67.94534233
4.442722359	69.74827065
4.428921612	71.31460499
4.405266859	72.69844075
4.375736022	74.12353997
4.356491013	75.46409941
4.326356187	76.60538651
4.311726252	77.67904177
4.289644916	78.71042714
4.27537684	79.99301644
4.202903392	81.6475808
4.160680038	82.81906067
4.129558899	83.68559346
4.058372717	85.00283257
3.979910224	86.39509356
3.831011979	87.51486143
3.659267697	87.45465885
3.547582801	86.4965413
3.501726585	85.9470327
3.477122097	84.94312276
3.380165374	83.87632983
3.335039512	82.66205821
3.282024586	81.62493621
3.215435306	80.55762143
3.178354308	79.92055377
3.054357688	79.96691036
2.943615634	80.25380658
2.906291668	81.98070781
2.860708424	82.95996031
2.818112995	83.77013325
2.790558677	84.75400499
2.70131842	85.29449124
2.671305455	87.00378
2.611681222	87.93900137
2.546671627	88.77383174
2.534960797	89.54947054
2.451301696	89.91784076
2.370127122	90.34310149
2.299479874	90.38152867
2.230473193	91.03863336
2.165407246	91.12701586
2.104006764	91.04247607
2.045983591	90.88876738
1.995574802	90.37935967
1.938994665	90.21475473
1.889586174	89.84867184
1.838742485	89.31500378
1.800486413	89.37386028
1.766736305	88.14890981
1.725583016	87.33041099
1.6880403	86.43736345
1.664761008	85.13600817
1.655443128	85.50319883
1.622467659	84.57484403
1.601706004	83.67291249
1.572325433	82.69225099
1.542547427	81.75078521
1.511090119	81.03988248
1.480924463	80.8477466
1.451972076	81.16669215
1.424155388	81.90065119
1.397390359	82.73452088
1.371613448	83.57991873
1.355721917	84.52539192
1.347876441	84.32199017
1.324949093	85.10291576
1.300417091	85.42718718
1.279336314	86.40047336
1.257681503	86.91924022
1.236744741	87.3765236
1.216491239	87.78000893
1.196887924	88.12585351
1.177905264	88.44479906
1.159514401	88.7406883
1.140684801	89.12135329
1.125731126	89.30084672
1.107630716	89.55790622
1.091349092	89.72672961
1.075539126	89.89350355
1.060180633	90.0587404
1.045254075	90.20809402
1.030741933	90.35565437
1.015540283	90.40751276
1.002884863	90.35270829
0.989532369	90.99252075
0.976516681	91.14238673
0.963838518	91.27688184
0.951486177	91.44211869
0.939445826	91.58429924
0.927706191	91.71879435
0.916256535	91.8609749
0.905086623	92.02621175
0.894185586	92.18376317
0.883542748	92.28751654
0.873150277	92.39126991
0.863000477	92.54113589
0.854421531	92.6151082


